Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2328,Data Analytics Corse,189.0,5335.0,181.46,27.0,9.0,0.048,1734.0,,Hyderabad,Mobile,online data analytic
A2329,Data Analytics Course,149.0,4550.0,219.44,11.0,9.0,0.06,1659.0,,Hyderabad,Tablet,online data analytic
A2330,Data Analytics Course,100.0,5805.0,181.27,15.0,4.0,0.04,1195.0,,Hyderabad,Desktop,learn data analytics
A2331,Data Analytics Corse,105.0,5156.0,201.01,25.0,10.0,0.09523809523809523,1472.0,2024-11-11,Hyderabad,Desktop,analytics for data
A2332,Data Analytics Course,86.0,5060.0,249.4,15.0,4.0,0.047,1761.0,,Hyderabad,Tablet,data analitics online
A2333,Data Analytics Course,93.0,5178.0,245.13,14.0,5.0,0.054,1080.0,,Hyderabad,Mobile,data analitics online
A2335,Data Analytics Course,156.0,3218.0,235.69,28.0,6.0,0.038,1289.0,2024-11-16,Hyderabad,Tablet,data analitics online
A2336,Data Analytics Course,124.0,4682.0,207.53,20.0,3.0,0.033,1550.0,,Hyderabad,Tablet,online data analytic
A2337,Data Analytics Course,177.0,3592.0,205.25,29.0,9.0,0.051,1271.0,2024-11-15,Hyderabad,Desktop,data anaytics training
A2339,Data Analytics Corse,132.0,3562.0,238.34,23.0,4.0,0.03,1033.0,,Hyderabad,Tablet,data analytics course
A2340,Data Analytics Course,178.0,,203.6,12.0,3.0,0.017,1155.0,2024-11-02,Hyderabad,Tablet,analytics for data
A2341,Data Analytics Course,153.0,3953.0,237.56,20.0,6.0,0.053,1388.0,,Hyderabad,Tablet,learn data analytics
A2342,Data Analytics Corse,187.0,4891.0,223.99,14.0,8.0,0.043,1014.0,,Hyderabad,Mobile,online data analytic
A2343,Data Analytics Corse,155.0,4976.0,183.21,10.0,5.0,0.053,1554.0,,Hyderabad,Tablet,online data analytic
A2345,Data Analytics Course,172.0,3001.0,210.62,14.0,4.0,0.023,1192.0,,Hyderabad,Tablet,data analitics online
A2346,Data Analytics Corse,92.0,5728.0,224.5,14.0,9.0,0.098,1876.0,,Hyderabad,Tablet,online data analytic
A2347,Data Analytics Course,162.0,5103.0,188.15,13.0,9.0,0.056,1264.0,2024-11-28,Hyderabad,Mobile,analytics for data
A2348,Data Analytics Corse,193.0,3131.0,198.1,22.0,5.0,0.035,1870.0,,Hyderabad,Tablet,data analytics course
A2349,Data Analytics Course,,3547.0,238.34,13.0,5.0,,1130.0,,Hyderabad,Desktop,data analitics online
A2350,Data Analytics Course,185.0,4070.0,200.95,21.0,5.0,0.027,1503.0,2024-11-07,Hyderabad,Mobile,online data analytic
A2351,Data Analytics Course,117.0,3350.0,243.68,23.0,5.0,0.056,1204.0,,Hyderabad,Desktop,analytics for data
A2352,Data Analytics Course,123.0,4976.0,244.49,14.0,4.0,0.033,1579.0,,Hyderabad,Desktop,analytics for data
A2354,Data Analytics Course,118.0,4390.0,214.04,24.0,8.0,0.068,1071.0,,Hyderabad,Tablet,analytics for data
A2355,Data Analytics Corse,82.0,3698.0,229.12,30.0,9.0,0.11,1246.0,,Hyderabad,Mobile,learn data analytics
A2356,Data Analytics Corse,175.0,4295.0,195.17,18.0,6.0,0.03428571428571429,1939.0,,Hyderabad,Tablet,data analitics online
A2357,Data Analytics Corse,130.0,3332.0,202.06,14.0,5.0,0.038,1184.0,2024-11-14,Hyderabad,Desktop,online data analytic
A2358,Data Analytics Course,92.0,4082.0,186.29,25.0,5.0,0.054,1046.0,2024-11-24,Hyderabad,Tablet,online data analytic
A2359,Data Analytics Course,159.0,4464.0,204.86,27.0,3.0,0.018867924528301886,1963.0,,Hyderabad,Tablet,analytics for data
A2360,Data Analytics Course,193.0,5263.0,240.5,18.0,6.0,0.054,1670.0,2024-11-21,Hyderabad,Tablet,online data analytic
A2361,Data Analytics Course,98.0,4371.0,246.23,25.0,7.0,0.071,1114.0,,Hyderabad,Tablet,analytics for data
A2362,Data Analytics Corse,176.0,3657.0,209.44,19.0,3.0,0.017,1171.0,,Hyderabad,Desktop,online data analytic
A2363,Data Analytics Corse,182.0,5833.0,243.72,20.0,5.0,0.027,1206.0,,Hyderabad,Desktop,data analytics course
A2364,Data Analytics Course,85.0,3077.0,200.16,11.0,10.0,0.118,1876.0,2024-11-23,Hyderabad,Mobile,analytics for data
A2365,Data Analytics Course,98.0,3646.0,239.05,14.0,6.0,0.034,1586.0,,Hyderabad,Desktop,data analytics course
A2366,Data Analytics Corse,160.0,3139.0,230.55,28.0,5.0,0.031,1449.0,,Hyderabad,Desktop,analytics for data
A2367,Data Analytics Course,179.0,4005.0,232.47,16.0,10.0,0.056,1553.0,,Hyderabad,Desktop,analytics for data
A2368,Data Analytics Corse,,4315.0,196.3,24.0,5.0,,1364.0,2024-11-26,Hyderabad,Mobile,data analytics course
A2369,Data Analytics Course,195.0,3876.0,187.59,28.0,3.0,0.015384615384615385,1828.0,,Hyderabad,Mobile,data analytics course
A2371,Data Analytics Corse,92.0,5550.0,226.38,28.0,8.0,0.087,1322.0,,Hyderabad,Tablet,learn data analytics
A2372,Data Analytics Course,90.0,3526.0,211.39,10.0,3.0,0.037,1395.0,2024-11-20,Hyderabad,Desktop,online data analytic
A2374,Data Analytics Course,82.0,4132.0,247.13,11.0,6.0,0.073,1091.0,,Hyderabad,Tablet,data anaytics training
A2375,Data Analytics Course,151.0,5826.0,226.53,16.0,8.0,0.053,1511.0,,Hyderabad,Desktop,learn data analytics
A2376,Data Analytics Corse,162.0,5997.0,240.29,20.0,5.0,0.035,1144.0,,Hyderabad,Mobile,data analitics online
A2377,Data Analytics Course,197.0,4541.0,243.81,19.0,9.0,0.057,1701.0,,Hyderabad,Desktop,data anaytics training
A2378,Data Analytics Course,133.0,4642.0,184.52,22.0,4.0,0.032,1074.0,,Hyderabad,Desktop,online data analytic
A2379,Data Analytics Corse,194.0,5509.0,235.45,18.0,5.0,0.02577319587628866,1025.0,2024-11-12,Hyderabad,Tablet,online data analytic
A2380,Data Analytics Corse,169.0,3647.0,194.12,12.0,6.0,0.036,1697.0,,Hyderabad,Desktop,learn data analytics
A2381,Data Analytics Course,149.0,5209.0,183.91,18.0,10.0,0.06711409395973154,1799.0,,Hyderabad,Desktop,learn data analytics
A2382,Data Analytics Course,124.0,5980.0,200.65,25.0,4.0,0.032,1768.0,,Hyderabad,Desktop,learn data analytics
A2383,Data Analytics Course,170.0,5443.0,235.99,23.0,5.0,0.029411764705882353,1314.0,,Hyderabad,Mobile,analytics for data
A2384,Data Analytics Course,127.0,5326.0,226.11,18.0,10.0,0.04,1040.0,,Hyderabad,Mobile,online data analytic
A2385,Data Analytics Course,114.0,5565.0,210.04,16.0,4.0,0.035,1800.0,,Hyderabad,Desktop,data anaytics training
A2386,Data Analytics Course,154.0,3312.0,203.23,16.0,5.0,0.042,1977.0,2024-11-04,Hyderabad,Desktop,data anaytics training
A2387,Data Analytics Corse,,4369.0,225.53,28.0,4.0,,1241.0,,Hyderabad,Tablet,data analitics online
A2388,Data Analytics Course,126.0,3570.0,214.78,28.0,9.0,0.071,1078.0,,Hyderabad,Tablet,data anaytics training
A2389,Data Analytics Course,,3883.0,225.89,23.0,5.0,,1183.0,,Hyderabad,Mobile,online data analytic
A2390,Data Analytics Course,125.0,5736.0,197.28,30.0,5.0,0.04,1265.0,,Hyderabad,Mobile,analytics for data
A2391,Data Analytics Corse,197.0,5921.0,214.97,18.0,6.0,0.03,1975.0,2024-11-14,Hyderabad,Desktop,learn data analytics
A2392,Data Analytics Course,98.0,3687.0,206.7,12.0,10.0,0.10204081632653061,1640.0,,Hyderabad,Mobile,online data analytic
A2393,Data Analytics Course,164.0,5334.0,203.91,18.0,6.0,0.057,1128.0,,Hyderabad,Desktop,data analytics course
A2394,Data Analytics Course,111.0,4647.0,247.0,15.0,4.0,0.036036036036036036,1601.0,2024-11-29,Hyderabad,Desktop,learn data analytics
A2395,Data Analytics Corse,191.0,3485.0,212.43,10.0,7.0,0.03664921465968586,1813.0,,Hyderabad,Mobile,analytics for data
A2396,Data Analytics Course,149.0,5720.0,211.54,14.0,5.0,0.034,1612.0,,Hyderabad,Desktop,data analytics course
A2397,Data Analytics Course,183.0,3540.0,222.14,15.0,3.0,0.016,1248.0,,Hyderabad,Mobile,learn data analytics
A2399,Data Analytics Course,170.0,3024.0,234.76,11.0,10.0,0.058823529411764705,1941.0,,Hyderabad,Mobile,learn data analytics
A2400,Data Analytics Course,174.0,4334.0,186.29,12.0,4.0,0.023,1457.0,2024-11-22,Hyderabad,Mobile,analytics for data
A2401,Data Analytics Course,91.0,4038.0,197.15,23.0,6.0,0.066,1000.0,2024-11-29,Hyderabad,Mobile,data analitics online
A2402,Data Analytics Course,197.0,4347.0,215.2,20.0,6.0,0.030456852791878174,1204.0,,Hyderabad,Desktop,online data analytic
A2403,Data Analytics Course,,5803.0,203.03,16.0,8.0,0.034,1397.0,2024-11-30,Hyderabad,Mobile,analytics for data
A2404,Data Analytics Course,152.0,4182.0,233.45,19.0,5.0,0.033,1719.0,,Hyderabad,Mobile,data analytics course
A2405,Data Analytics Course,189.0,4809.0,225.32,27.0,10.0,0.053,1324.0,2024-11-18,Hyderabad,Mobile,analytics for data
A2406,Data Analytics Course,,5640.0,210.51,13.0,8.0,,1536.0,,Hyderabad,Desktop,data analytics course
A2407,Data Analytics Course,159.0,3401.0,222.71,18.0,3.0,0.019,1849.0,2024-11-05,Hyderabad,Desktop,data analitics online
A2408,Data Analytics Course,175.0,5561.0,231.96,20.0,8.0,0.057,1174.0,2024-11-14,Hyderabad,Mobile,data analytics course
A2410,Data Analytics Course,82.0,4898.0,215.11,25.0,8.0,0.098,1776.0,,Hyderabad,Tablet,analytics for data
A2412,Data Analytics Course,85.0,5954.0,201.88,18.0,6.0,0.071,1526.0,,Hyderabad,Tablet,analytics for data
A2413,Data Analytics Course,128.0,3487.0,236.19,25.0,6.0,0.047,1961.0,,Hyderabad,Tablet,data analytics course
A2414,Data Analytics Corse,153.0,3808.0,189.61,19.0,8.0,0.052,1246.0,,Hyderabad,Tablet,data analytics course
A2415,Data Analytics Course,192.0,5720.0,243.11,30.0,9.0,0.046875,1555.0,2024-11-02,Hyderabad,Mobile,online data analytic
A2416,Data Analytics Course,148.0,4721.0,189.48,26.0,8.0,0.054,1176.0,,Hyderabad,Mobile,online data analytic
A2417,Data Analytics Corse,153.0,4768.0,214.39,25.0,5.0,0.041,1837.0,,Hyderabad,Tablet,data analitics online
A2418,Data Analytics Course,,5494.0,187.68,23.0,8.0,0.046,1402.0,,Hyderabad,Tablet,data analytics course
A2419,Data Analytics Course,169.0,,180.58,30.0,7.0,0.049,1661.0,2024-11-26,Hyderabad,Mobile,data anaytics training
A2420,Data Analytics Corse,146.0,5173.0,234.26,20.0,7.0,0.048,1089.0,2024-11-28,Hyderabad,Mobile,online data analytic
A2421,Data Analytics Course,81.0,4808.0,189.19,17.0,9.0,0.111,1759.0,,Hyderabad,Desktop,online data analytic
A2422,Data Analytics Course,185.0,,234.72,18.0,6.0,0.032,1508.0,,Hyderabad,Desktop,data analitics online
A2423,Data Analytics Course,90.0,5319.0,208.19,13.0,7.0,0.07777777777777778,1719.0,2024-11-26,Hyderabad,Tablet,data anaytics training
A2424,Data Analytics Course,155.0,4532.0,203.44,19.0,8.0,0.052,1709.0,,Hyderabad,Desktop,learn data analytics
A2425,Data Analytics Course,125.0,3458.0,180.49,19.0,3.0,0.024,1754.0,2024-11-09,Hyderabad,Tablet,data analitics online
A2427,Data Analytics Corse,82.0,3052.0,211.11,12.0,3.0,0.037,1917.0,,Hyderabad,Desktop,learn data analytics
A2428,Data Analytics Course,198.0,5718.0,194.37,13.0,8.0,0.04,1118.0,2024-11-16,Hyderabad,Tablet,data anaytics training
A2429,Data Analytics Course,115.0,4762.0,241.63,20.0,8.0,0.058,1555.0,,Hyderabad,Desktop,data analytics course
A2430,Data Analytics Corse,158.0,4953.0,243.07,20.0,8.0,0.051,1955.0,2024-11-04,Hyderabad,Tablet,learn data analytics
A2431,Data Analytics Course,102.0,3784.0,219.45,13.0,9.0,0.045,1967.0,,Hyderabad,Desktop,data analytics course
A2432,Data Analytics Course,93.0,,192.81,22.0,7.0,0.075,1726.0,,Hyderabad,Desktop,learn data analytics
A2433,Data Analytics Corse,198.0,5860.0,185.25,24.0,9.0,0.041,1950.0,2024-11-01,Hyderabad,Tablet,data anaytics training
A2434,Data Analytics Corse,174.0,4169.0,189.36,23.0,8.0,0.046,1110.0,,Hyderabad,Tablet,data analytics course
A2437,Data Analytics Corse,147.0,5793.0,240.32,25.0,5.0,0.049,1645.0,,Hyderabad,Tablet,data analytics course
A2439,Data Analytics Course,194.0,4297.0,237.87,22.0,3.0,0.015463917525773196,1739.0,,Hyderabad,Desktop,data analytics course
A2440,Data Analytics Corse,112.0,3961.0,214.45,13.0,7.0,0.0625,1594.0,,Hyderabad,Desktop,analytics for data
A2441,Data Analytics Course,88.0,5063.0,195.2,22.0,3.0,0.034,1460.0,,Hyderabad,Mobile,analytics for data
A2442,Data Analytics Course,172.0,5635.0,200.16,21.0,7.0,0.036,1727.0,,Hyderabad,Mobile,data analitics online
A2443,Data Analytics Course,81.0,4404.0,239.62,11.0,4.0,0.035,1814.0,2024-11-21,Hyderabad,Mobile,data analytics course
A2444,Data Analytics Course,142.0,4312.0,213.54,21.0,7.0,0.049,1666.0,,Hyderabad,Desktop,learn data analytics
A2445,Data Analytics Corse,111.0,3302.0,193.18,30.0,10.0,0.09009009009009009,1783.0,,Hyderabad,Mobile,analytics for data
A2446,Data Analytics Corse,81.0,3575.0,192.71,27.0,4.0,0.049,1158.0,,Hyderabad,Tablet,online data analytic
A2447,Data Analytics Course,112.0,5055.0,213.36,26.0,5.0,0.058,1959.0,,Hyderabad,Desktop,data anaytics training
A2448,Data Analytics Corse,101.0,5415.0,236.41,13.0,10.0,0.039,1832.0,,Hyderabad,Tablet,learn data analytics
A2449,Data Analytics Corse,166.0,3118.0,212.46,25.0,7.0,0.042,1813.0,,Hyderabad,Tablet,online data analytic
A2451,Data Analytics Course,148.0,,214.26,21.0,8.0,0.05405405405405406,1629.0,,Hyderabad,Tablet,data analitics online
A2452,Data Analytics Course,126.0,5250.0,239.73,30.0,4.0,0.032,1070.0,,Hyderabad,Tablet,analytics for data
A2453,Data Analytics Course,119.0,4405.0,233.66,25.0,3.0,0.039,1407.0,,Hyderabad,Desktop,data analytics course
A2454,Data Analytics Corse,189.0,5060.0,236.54,26.0,7.0,0.043,1877.0,2024-11-10,Hyderabad,Mobile,data anaytics training
A2455,Data Analytics Course,167.0,3296.0,246.85,29.0,8.0,0.048,1723.0,,Hyderabad,Desktop,data analitics online
A2456,Data Analytics Course,198.0,3499.0,209.74,30.0,9.0,0.04,1893.0,,Hyderabad,Desktop,data analytics course
A2457,Data Analytics Course,95.0,3449.0,184.55,10.0,10.0,0.041,1601.0,,Hyderabad,Mobile,analytics for data
A2458,Data Analytics Course,181.0,3738.0,206.61,16.0,9.0,0.05,1868.0,,Hyderabad,Mobile,online data analytic
A2460,Data Analytics Corse,178.0,5751.0,205.34,24.0,10.0,0.056179775280898875,1903.0,,Hyderabad,Desktop,data analytics course
A2461,Data Analytics Course,127.0,5050.0,184.77,28.0,9.0,0.071,1906.0,,Hyderabad,Desktop,data analitics online
A2462,Data Analytics Course,198.0,4773.0,202.54,17.0,10.0,0.050505050505050504,1082.0,2024-11-19,Hyderabad,Mobile,data analitics online
A2463,Data Analytics Course,86.0,5652.0,249.13,25.0,7.0,0.081,1981.0,,Hyderabad,Mobile,data anaytics training
A2464,Data Analytics Corse,,5085.0,182.42,11.0,7.0,,1109.0,,Hyderabad,Desktop,online data analytic
A2465,Data Analytics Course,191.0,5070.0,247.41,12.0,4.0,0.020942408376963352,1266.0,,Hyderabad,Mobile,analytics for data
A2466,Data Analytics Course,139.0,5879.0,197.9,24.0,4.0,0.029,1476.0,2024-11-05,Hyderabad,Mobile,data analytics course
A2467,Data Analytics Corse,197.0,3620.0,235.19,18.0,7.0,0.036,1740.0,,Hyderabad,Mobile,online data analytic
A2468,Data Analytics Course,116.0,4250.0,216.66,10.0,9.0,0.078,1877.0,,Hyderabad,Mobile,data anaytics training
A2469,Data Analytics Course,192.0,4850.0,235.42,22.0,10.0,0.052,1124.0,2024-11-14,Hyderabad,Desktop,analytics for data
A2470,Data Analytics Corse,118.0,3815.0,185.78,16.0,4.0,0.03389830508474576,1093.0,,Hyderabad,Desktop,data analitics online
A2471,Data Analytics Course,172.0,5741.0,198.44,14.0,4.0,0.023,1755.0,,Hyderabad,Desktop,analytics for data
A2472,Data Analytics Course,174.0,4272.0,240.77,16.0,7.0,0.041,1004.0,,Hyderabad,Desktop,learn data analytics
A2473,Data Analytics Corse,175.0,4974.0,182.22,21.0,5.0,0.02857142857142857,1300.0,,Hyderabad,Mobile,learn data analytics
A2474,Data Analytics Course,,3215.0,191.22,30.0,7.0,,1588.0,2024-11-23,Hyderabad,Desktop,analytics for data
A2476,Data Analytics Course,103.0,4670.0,203.4,21.0,4.0,0.038834951456310676,1562.0,,Hyderabad,Mobile,analytics for data
A2478,Data Analytics Course,,3009.0,195.17,,6.0,,1083.0,2024-11-23,Hyderabad,Tablet,data analitics online
A2479,Data Analytics Course,109.0,3933.0,189.73,11.0,4.0,0.03669724770642202,1700.0,,Hyderabad,Desktop,data analitics online
A2480,Data Analytics Corse,118.0,4360.0,232.09,10.0,9.0,0.076,1252.0,,Hyderabad,Desktop,data anaytics training
A2481,Data Analytics Course,164.0,5120.0,185.69,10.0,5.0,0.031,1597.0,,Hyderabad,Tablet,analytics for data
A2482,Data Analytics Course,166.0,3887.0,192.0,24.0,9.0,0.054,1890.0,2024-11-13,Hyderabad,Tablet,data analytics course
A2483,Data Analytics Course,88.0,3909.0,189.57,30.0,10.0,0.114,1750.0,,Hyderabad,Desktop,data anaytics training
A2484,Data Analytics Course,125.0,3017.0,232.51,14.0,7.0,0.056,1510.0,2024-11-08,Hyderabad,Tablet,data anaytics training
A2485,Data Analytics Course,,5127.0,206.95,26.0,5.0,,1902.0,,Hyderabad,Desktop,online data analytic
A2486,Data Analytics Corse,151.0,3992.0,212.42,10.0,9.0,0.06,1890.0,2024-11-26,Hyderabad,Tablet,learn data analytics
A2487,Data Analytics Course,182.0,3554.0,181.74,18.0,4.0,0.022,1933.0,,Hyderabad,Tablet,learn data analytics
A2488,Data Analytics Course,84.0,4051.0,196.83,21.0,4.0,0.048,1094.0,2024-11-14,Hyderabad,Mobile,online data analytic
A2489,Data Analytics Course,127.0,3541.0,239.47,16.0,10.0,0.079,1474.0,2024-11-25,Hyderabad,Tablet,data anaytics training
A2490,Data Analytics Course,104.0,5878.0,228.79,21.0,3.0,0.05,1101.0,,Hyderabad,Mobile,data analytics course
A2491,Data Analytics Corse,161.0,4611.0,228.34,26.0,7.0,0.043,1473.0,,Hyderabad,Tablet,data analitics online
A2492,Data Analytics Corse,141.0,4764.0,187.72,28.0,4.0,0.028,1428.0,2024-11-16,Hyderabad,Mobile,analytics for data
A2493,Data Analytics Course,186.0,4603.0,191.84,26.0,9.0,0.047,1918.0,,Hyderabad,Desktop,learn data analytics
A2494,Data Analytics Corse,,5003.0,195.4,15.0,7.0,,1273.0,,Hyderabad,Desktop,data anaytics training
A2495,Data Analytics Course,124.0,5212.0,190.83,13.0,6.0,0.048,1399.0,2024-11-07,Hyderabad,Desktop,data analytics course
A2496,Data Analytics Course,97.0,5285.0,249.65,12.0,7.0,0.051,1411.0,,Hyderabad,Desktop,data anaytics training
A2497,Data Analytics Corse,111.0,3177.0,224.51,18.0,8.0,0.07207207207207207,1946.0,2024-11-25,Hyderabad,Desktop,learn data analytics
A2498,Data Analytics Corse,93.0,5571.0,185.71,12.0,7.0,0.075,1630.0,,Hyderabad,Tablet,online data analytic
A2500,Data Analytics Course,138.0,5314.0,198.39,17.0,10.0,0.072,1250.0,2024-11-20,Hyderabad,Desktop,online data analytic
A2501,Data Analytics Course,129.0,4452.0,196.06,10.0,9.0,0.053,1069.0,,Hyderabad,Tablet,learn data analytics
A2502,Data Analytics Course,183.0,3920.0,235.79,20.0,7.0,0.038,1238.0,2024-11-17,Hyderabad,Mobile,data anaytics training
A2503,Data Analytics Corse,154.0,4603.0,214.0,20.0,3.0,0.019,1709.0,2024-11-18,Hyderabad,Tablet,data analytics course
A2504,Data Analytics Course,95.0,4938.0,204.5,12.0,6.0,0.046,1494.0,,Hyderabad,Tablet,data anaytics training
A2506,Data Analytics Course,112.0,4072.0,211.56,17.0,10.0,0.089,1229.0,,Hyderabad,Desktop,analytics for data
A2507,Data Analytics Corse,170.0,5953.0,186.11,25.0,8.0,0.047058823529411764,1080.0,2024-11-26,Hyderabad,Mobile,data analitics online
A2508,Data Analytics Corse,96.0,,232.87,,10.0,0.053,1162.0,,Hyderabad,Mobile,learn data analytics
A2509,Data Analytics Course,113.0,3104.0,230.92,28.0,9.0,0.08,1422.0,,Hyderabad,Tablet,data analytics course
A2510,Data Analytics Course,145.0,4882.0,217.25,22.0,3.0,0.021,1814.0,2024-11-19,Hyderabad,Mobile,analytics for data
A2511,Data Analytics Course,83.0,3212.0,243.86,25.0,4.0,0.048,1612.0,2024-11-19,Hyderabad,Mobile,data analytics course
A2512,Data Analytics Corse,90.0,4973.0,181.04,23.0,5.0,0.056,1039.0,,Hyderabad,Desktop,online data analytic
A2513,Data Analytics Corse,140.0,5227.0,222.57,27.0,3.0,0.021,1527.0,2024-11-18,Hyderabad,Desktop,learn data analytics
A2514,Data Analytics Course,111.0,5434.0,181.05,10.0,5.0,0.045,1627.0,,Hyderabad,Mobile,data anaytics training
A2515,Data Analytics Corse,105.0,3300.0,180.25,22.0,10.0,0.095,1640.0,2024-11-21,Hyderabad,Mobile,online data analytic
A2516,Data Analytics Course,181.0,4857.0,215.59,13.0,8.0,0.044,1883.0,2024-11-23,Hyderabad,Desktop,learn data analytics
A2517,Data Analytics Corse,189.0,4019.0,248.09,16.0,6.0,0.045,1378.0,,Hyderabad,Tablet,online data analytic
A2518,Data Analytics Course,138.0,5495.0,220.69,19.0,5.0,0.036,1624.0,,Hyderabad,Tablet,online data analytic
A2519,Data Analytics Course,178.0,5218.0,208.92,20.0,7.0,0.039,1714.0,,Hyderabad,Mobile,analytics for data
A2520,Data Analytics Corse,155.0,5996.0,247.54,15.0,5.0,0.032,1883.0,,Hyderabad,Mobile,analytics for data
A2521,Data Analytics Course,168.0,4932.0,198.95,16.0,7.0,0.052,1301.0,,Hyderabad,Desktop,data anaytics training
A2522,Data Analytics Course,152.0,4498.0,233.81,30.0,6.0,0.039,1090.0,,Hyderabad,Desktop,data analitics online
A2523,Data Analytics Course,111.0,4164.0,191.04,18.0,9.0,0.08108108108108109,1687.0,,Hyderabad,Tablet,data anaytics training
A2524,Data Analytics Corse,141.0,4329.0,230.44,14.0,6.0,0.043,1610.0,,Hyderabad,Mobile,learn data analytics
A2525,Data Analytics Course,97.0,5764.0,246.15,30.0,7.0,0.07216494845360824,1345.0,,Hyderabad,Mobile,analytics for data
A2526,Data Analytics Course,82.0,5430.0,205.46,18.0,5.0,0.061,1435.0,2024-11-30,Hyderabad,Mobile,online data analytic
A2527,Data Analytics Corse,164.0,5179.0,206.72,18.0,9.0,0.055,1213.0,2024-11-27,Hyderabad,Tablet,data analytics course
A2528,Data Analytics Course,109.0,5707.0,246.86,22.0,4.0,0.034,1980.0,,Hyderabad,Tablet,data analitics online
A2529,Data Analytics Corse,126.0,3263.0,237.54,,9.0,0.07142857142857142,1364.0,,Hyderabad,Mobile,data analitics online
A2530,Data Analytics Course,175.0,5718.0,225.4,19.0,6.0,0.057,1001.0,,Hyderabad,Tablet,analytics for data
A2531,Data Analytics Course,96.0,5075.0,221.28,25.0,3.0,0.038,1937.0,,Hyderabad,Desktop,learn data analytics
A2532,Data Analytics Course,113.0,4473.0,202.3,17.0,5.0,0.044,1049.0,,Hyderabad,Tablet,online data analytic
A2533,Data Analytics Course,96.0,3979.0,232.44,27.0,7.0,0.07291666666666667,1140.0,,Hyderabad,Mobile,learn data analytics
A2534,Data Analytics Course,162.0,5688.0,190.31,17.0,5.0,0.031,1556.0,,Hyderabad,Tablet,data analytics course
A2535,Data Analytics Course,125.0,3546.0,234.02,23.0,10.0,0.08,1072.0,,Hyderabad,Desktop,analytics for data
A2536,Data Analytics Course,89.0,4188.0,206.71,16.0,4.0,0.045,1382.0,,Hyderabad,Tablet,online data analytic
A2537,Data Analytics Course,99.0,4134.0,234.04,18.0,3.0,0.03,1683.0,,Hyderabad,Desktop,learn data analytics
A2538,Data Analytics Course,91.0,4710.0,199.18,21.0,9.0,0.099,1431.0,2024-11-10,Hyderabad,Tablet,data analytics course
A2539,Data Analytics Course,141.0,4654.0,192.19,21.0,6.0,0.043,1932.0,,Hyderabad,Mobile,analytics for data
A2540,Data Analytics Course,110.0,5509.0,245.38,13.0,8.0,0.048,1539.0,,Hyderabad,Mobile,learn data analytics
A2542,Data Analytics Course,85.0,4653.0,196.73,23.0,6.0,0.071,1032.0,,Hyderabad,Mobile,data analytics course
A2543,Data Analytics Corse,151.0,5389.0,227.07,18.0,10.0,0.057,1318.0,2024-11-20,Hyderabad,Desktop,data anaytics training
A2544,Data Analytics Corse,139.0,5290.0,208.43,28.0,4.0,0.051,1022.0,,Hyderabad,Tablet,data analitics online
A2545,Data Analytics Course,120.0,3060.0,197.96,,8.0,0.067,1679.0,2024-11-23,Hyderabad,Tablet,analytics for data
A2546,Data Analytics Course,109.0,4444.0,219.46,12.0,9.0,0.083,1159.0,,Hyderabad,Mobile,data anaytics training
A2547,Data Analytics Corse,145.0,3509.0,181.11,19.0,10.0,0.048,1627.0,,Hyderabad,Mobile,online data analytic
A2548,Data Analytics Course,151.0,4675.0,183.02,14.0,7.0,0.046,1000.0,2024-11-10,Hyderabad,Mobile,analytics for data
A2549,Data Analytics Course,108.0,5869.0,226.93,16.0,7.0,0.065,1633.0,,Hyderabad,Desktop,analytics for data
A2550,Data Analytics Course,166.0,3992.0,205.9,15.0,8.0,0.048,1899.0,,Hyderabad,Desktop,analytics for data
A2551,Data Analytics Course,134.0,4172.0,191.8,26.0,5.0,0.037,1170.0,2024-11-18,Hyderabad,Tablet,online data analytic
A2552,Data Analytics Course,104.0,5926.0,224.63,17.0,8.0,0.07692307692307693,1239.0,,Hyderabad,Mobile,learn data analytics
A2553,Data Analytics Course,,5785.0,195.39,15.0,10.0,,1296.0,,Hyderabad,Tablet,analytics for data
A2554,Data Analytics Course,160.0,5664.0,210.58,16.0,9.0,0.05625,1836.0,2024-11-07,Hyderabad,Mobile,data anaytics training
A2555,Data Analytics Course,147.0,5930.0,248.18,22.0,10.0,0.068,1743.0,,Hyderabad,Desktop,analytics for data
A2556,Data Analytics Course,196.0,3656.0,240.44,15.0,6.0,0.052,1894.0,,Hyderabad,Tablet,analytics for data
A2557,Data Analytics Course,159.0,5078.0,182.57,30.0,8.0,0.05,1541.0,2024-11-09,Hyderabad,Mobile,data analytics course
A2558,Data Analytics Course,104.0,5257.0,220.44,17.0,7.0,0.052,1462.0,2024-11-27,Hyderabad,Mobile,data analitics online
A2559,Data Analytics Course,135.0,5582.0,209.14,28.0,5.0,0.037,1912.0,,Hyderabad,Tablet,online data analytic
A2561,Data Analytics Corse,136.0,3657.0,236.19,12.0,5.0,0.037,1425.0,,Hyderabad,Mobile,online data analytic
A2562,Data Analytics Course,135.0,3198.0,227.48,,6.0,0.044,1882.0,,Hyderabad,Desktop,online data analytic
A2564,Data Analytics Course,181.0,5343.0,244.02,30.0,9.0,0.038,1639.0,,Hyderabad,Mobile,learn data analytics
